Date,Lv,AP,Next,Cell#,UPC,Link,CF,X8,X7,R8,R7,PC8,PC7,US8,US7,GH,Recharge,Trekker,UPV,ResDeploy,ModDeploy,ResDestroy,Hack,ADA,JARVIS,AXA,LPC,SBUL,VRHS,VRMH
2015/05/11,11,11988109,8400000,241,413,3548,1887,508,0,110,70,240,1,,,6408,,874,,,,,,,,,,,,
2015/05/12,11,12092662,8400000,NA,414,3595,1907,473,1,81,50,236,1,,,6420,,877,,,,,,,,,,,,
2015/05/13,11,12164305,8400000,122,414,3625,1930,471,27,72,74,231,0,,,6440,16344377,882,,,,,,,,,,,,
2015/05/14,11,12209569,8400000,182,414,3644,1946,481,44,65,100,221,6,,,6464,16408200,885,,,,,,,,,,,,
2015/05/15,11,12349031,8400000,167,414,3708,1985,445,5,29,56,218,1,,,6484,16551491,890,,,,,,,,,,,,
2015/05/16,12,12421016,12000000,170,414,3744,2015,478,17,54,55,225,1,,,6484,16687015,896,,,,,,,,,,,,
2015/05/17,12,12479507,12000000,159,415,3765,2022,460,2,45,79,211,1,,,6528,16855609,899,1113,,,,,,,,,,,
2015/05/18,12,12515482,12000000,201,422,3769,2023,332,2,44,84,196,0,,,6528,16891625,903,1129,,,,,,,,,,,
2015/05/19,12,12575200,12000000,NA,422,3785,2030,308,9,30,72,192,1,,,6536,17050361,906,1129,,,,,,,,,,,
2015/05/20,12,12627663,12000000,179,422,3799,2039,319,32,34,103,179,3,38,35,6616,17271090,910,1130,,,,,,,,,,,
2015/05/21,12,12721879,12000000,202,422,3828,2052,323,3,39,111,175,0,34,35,6690,17357835,914,1130,,,,,,,,,,,
2015/05/22,12,12801796,12000000,231,422,3860,2068,310,10,45,74,174,1,35,35,6769,17442825,919,1130,,,,,,,,,,,
2015/05/23,12,12886772,12000000,251,422,3876,2074,308,8,44,82,150,3,35,35,6886,17779700,924,1130,,,,,,,,,,,
2015/05/24,12,12902009,12000000,293,422,3877,2074,416,35,157,83,153,0,46,36,7055,18015525,926,1132,,,,,,,,,,,
2015/05/25,12,12911108,12000000,324,427,3877,2074,418,28,156,76,150,0,46,37,7055,18048228,927,1142,,,,,,,,,,,
2015/05/26,12,12988070,12000000,315,427,3900,2085,412,18,146,76,134,4,47,37,7112,18314891,931,1142,,,,,,,,,,,
2015/05/27,12,13099599,12000000,106,427,3950,2120,436,56,133,50,134,5,47,38,7200,18488974,936,1142,,,,,,,,,,,
2015/05/28,12,13125868,12000000,177,427,3963,2131,452,92,137,80,125,0,47,40,7273,18848980,939,1142,,,,,,,,,,,
2015/05/29,12,13166758,12000000,205,428,3978,2137,468,23,131,78,123,0,47,42,7289,18855524,941,1152,,,,,,,,,,,
2015/05/30,12,13274792,12000000,239,428,4011,2156,421,3,116,66,114,0,47,38,7311,18978965,943,1156,,,,,,,,,,,
2015/05/31,12,13342858,12000000,277,428,4031,2166,429,23,107,67,108,2,47,41,7371,19164543,947,1156,,,,,,,,,,,
2015/06/01,12,13345768,12000000,291,429,4031,2166,416,25,106,67,108,2,47,41,7371,19180768,947,1157,,,,,,,,,,,
2015/06/02,12,13448587,12000000,278,429,4071,2192,431,27,94,79,102,3,47,42,7439,19337467,952,1157,,,,,,,,,,,
2015/06/03,12,13509409,12000000,28,429,4103,2204,451,65,91,102,97,0,47,45,7542,19539086,955,1157,,,,,,,,,,,
2015/06/04,12,13628509,12000000,117,429,4141,2218,451,13,71,90,88,2,47,45,7602,19617599,960,1157,,,,,,,,,,,
2015/06/05,12,13675700,12000000,181,429,4166,2229,458,21,67,91,88,4,47,46,7644,19690321,963,1158,,,,,,,,,,,
2015/06/06,12,13728104,12000000,198,429,4191,2237,465,18,58,78,88,6,47,46,7687,19791757,966,1158,,,,,,,,,,,
2015/06/07,12,13862946,12000000,236,434,4194,2237,228,7,41,53,64,0,47,48,7687,19851250,969,1159,,,,,,,,,,,
2015/06/08,12,13959419,12000000,275,459,4210,2238,198,10,34,34,64,9,47,49,7703,19873376,975,1194,,,,,,,,,,,
2015/06/09,12,13992611,12000000,292,459,4224,2244,208,42,37,46,65,16,47,49,7731,19970031,978,1194,,,,,,,,,,,
2015/06/10,12,14059175,12000000,NA,459,4246,2255,277,80,94,82,76,12,48,49,7836,20043865,981,1198,,,,,,,,,,,
2015/06/11,12,14102437,12000000,221,459,4261,2261,408,136,178,12,87,25,55,52,8057,20178745,986,1198,,,,,,,,,,,
2015/06/12,12,14176498,12000000,252,459,4283,2268,422,115,129,47,87,11,56,52,8085,20288474,989,1199,,,,,,,,,,,
2015/06/13,12,14235421,12000000,268,462,4303,2275,429,132,111,63,82,1,56,53,8210,20584180,993,1202,,,,,,,,,,,
2015/06/14,12,14255972,12000000,167,463,4306,2277,436,127,111,68,79,0,56,45,8250,20617543,996,1205,,,,,,,,,,,
2015/06/15,12,14259352,12000000,197,463,4308,2278,440,128,119,69,82,1,57,45,8265,20617543,996,1205,,,,,,,,,,,
2015/06/16,12,14318338,12000000,213,463,4321,2282,542,174,282,109,96,3,57,48,8568,20747960,1000,1205,,,,,,,,,,,
2015/06/17,12,14392350,12000000,221,464,4335,2287,568,125,214,107,98,13,58,38,8682,20806031,1005,1227,,,,,,,,,,,
2015/06/18,12,14417963,12000000,238,464,4343,2289,574,140,149,115,98,12,58,40,8736,20885966,1009,1227,,,,,,,,,,,
2015/06/19,12,14447866,12000000,238,464,4358,2295,577,166,99,100,99,14,58,41,8845,21008721,1011,1227,,,,,,,,,,,
2015/06/20,12,14487444,12000000,NA,476,4365,2297,615,185,100,100,105,16,60,44,8973,21206742,1020,1313,,,,,,,,,,,
2015/06/21,12,14537028,12000000,NA,490,4368,2298,130,4,105,98,60,1,0,0,9012,21369057,1029,1356,,,,,,,,,,,
2015/06/22,12,14590103,12000000,359,504,4379,2301,63,6,111,98,56,0,0,0,9035,21477247,1033,1388,,,,,,,,,,,
2015/06/23,12,14637890,12000000,256,504,4402,2313,88,23,95,106,56,2,0,2,9142,21529076,1036,1389,,,,,,,,,,,
2015/06/24,12,14684468,12000000,265,504,4407,2319,89,48,120,118,57,6,0,3,9267,21571706,1040,1390,,,,,,,,,,,
2015/06/25,12,14713160,12000000,126,504,4413,2322,104,72,123,136,58,11,0,3,9352,21610169,1042,1390,,,,,,,,,,,
2015/06/26,12,14770853,12000000,243,506,4423,2326,118,95,129,157,61,15,2,3,9437,21697960,1046,1390,,,,,,,,,,,
2015/06/27,12,14793456,12000000,297,506,4428,2327,132,128,153,176,61,17,2,5,9485,21735676,1048,1390,,,,,,,,,,,
2015/06/28,12,14862978,12000000,306,506,4443,2331,137,130,121,122,63,20,2,8,9564,21774394,1054,1393,,,,,,,,,,,
2015/06/29,12,14864353,12000000,364,506,4443,2331,140,134,123,125,63,21,3,9,9564,21843587,1055,1394,,,,,,,,,,,
2015/06/30,12,14903417,12000000,392,506,4452,2334,149,159,103,121,64,24,4,9,9656,22000609,1058,1394,,,,,,,,,,,
2015/07/01,12,14972427,12000000,354,506,4480,2351,164,163,107,130,66,26,5,11,9759,22174653,1061,1394,,,,,,,,,,,
2015/07/02,12,15005728,12000000,NA,506,4486,2355,166,158,109,131,66,30,6,13,9790,22217613,1064,1394,,,,,,,,,,,
2015/07/03,12,15153797,12000000,129 ,506,4508,2366,181,100,94,124,67,19,6,14,9861,22316586,1068,1394,,,,,,,,,,,
2015/07/04,12,15215500,12000000,166 ,509,4530,2375,190,137,95,145,69,19,6,16,9976,22426328,1071,1395,,,,,,,,,,,
2015/07/05,12,15256814,12000000,172 ,510,4536,2379,307,121,220,91,96,21,13,17,10289,22507580,1074,1398,,,,,,,,,,,
2015/07/06,12,15259542,12000000,210 ,510,4537,2380,313,124,225,80,97,12,13,17,10289,22618225,1075,1400,,,,,,,,,,,
2015/07/07,12,15323575,12000000,221,510,4551,2387,327,59,212,80,99,3,13,17,10354,22712782,1077,1400,,,,,,,,,,,
2015/07/08,12,15363617,12000000,227,510,4561,2392,344,36,209,80,100,7,13,19,10451,22777764,1081,1400,,,,,,,,,,,
2015/07/09,12,15438257,12000000,212,510,4588,2407,354,15,189,79,100,0,13,19,10544,22928296,1083,1400,,,,,,,,,,,
2015/07/10,12,15486270,12000000,242,510,4608,2415,359,30,181,80,100,5,13,19,10628,23013975,1086,1401,,,,,,,,,,,
2015/07/11,12,15588286,12000000,118,511,4633,2427,381,62,175,77,102,13,14,21,10820,23062830,1091,1401,,,,,,,,,,,
2015/07/12,12,15593860,12000000,146,511,4636,2429,385,67,180,70,103,14,14,22,10836,23204981,1093,1402,,,,,,,,,,,
2015/07/13,12,15600138,12000000,176,511,4639,2430,392,84,177,60,103,16,14,24,10836,23259939,1093,1402,,,,,,,,,,,
2015/07/14,12,15654731,12000000,190,511,4671,2442,398,99,156,60,103,15,14,28,10892,23389544,1096,1402,,,,,,,,,,,
2015/07/15,12,15740241,12000000,199,512,4706,2456,412,52,127,50,103,14,14,27,10975,23544681,1102,1402,,,,,,,,,,,
2015/07/16,12,15777523,12000000,219,513,4720,2462,421,61,120,57,103,6,14,28,11033,23775615,1106,1402,,,,,,,,,,,
2015/07/17,12,15853962,12000000,113,513,4748,2478,427,31,108,58,103,0,14,30,11098,23880174,1110,1402,,,,,,,,,,,
2015/07/18,12,15942983,12000000,154,514,4782,2494,451,32,95,70,96,4,16,33,11216,24146029,1115,1402,,,,,,,,,,,
2015/07/19,12,15969471,12000000,187,514,4786,2496,567,0,187,80,105,0,21,34,11441,24262957,1117,1402,,,,,,,,,,,
2015/07/20,12,15987214,12000000,226,516,4793,2499,540,6,184,110,91,0,21,35,11489,24443221,1120,1407,,,,,,,,,,,
2015/07/21,12,16054259,12000000,248,523,4807,2503,475,4,179,114,40,0,22,17,11517,24815153,1125,1413,,,,,,,,,,,
2015/07/22,12,16114701,12000000,249,523,4828,2513,509,38,177,164,35,11,23,20,11626,24961388,1128,1413,,,,,,,,,,,
2015/07/23,12,16162334,12000000,244,523,4839,2523,522,41,173,124,36,12,23,21,11682,25081594,1132,1414,,,,,,,,,,,
2015/07/24,12,16241788,12000000,NA,528,4855,2528,429,10,159,122,39,7,23,5,11715,25176768,1137,1419,,,,,,,,,,,
2015/07/25,12,16371395,12000000,128,529,4898,2543,383,1,132,115,41,10,23,4,11784,25212232,1142,1420,,,,,,,,,,,
2015/07/26,12,16396106,12000000,127,530,4905,2547,356,12,137,145,45,15,24,8,11831,25212232,1144,1437,,,,,,,,,,,
2015/07/27,12,16412495,12000000,141,530,4910,2548,297,3,136,145,47,5,25,8,11839,25281319,1145,1441,,,,,,,,,,,
2015/07/28,12,16460228,12000000,166,530,4933,2557,346,126,150,88,51,31,25,15,12074,25391600,1149,1441,,,,,,,,,,,
2015/07/29,12,16501247,12000000,183,530,4944,2563,352,122,149,79,51,20,25,18,12091,25591746,1152,1441,,,,,,,,,,,
2015/07/30,12,16543735,12000000,NA,532,4955,2570,412,70,207,105,60,4,27,11,12214,25615925,1155,1480,,,,,,,,,,,
2015/07/31,12,16701927,12000000,NA,549,4995,2588,331,44,205,94,12,0,13,0,12375,25628950,1162,1516,,,,,,,,,,,
2015/08/01,13,16804394,17000000,26,561,5026,2599,326,61,165,65,22,11,13,2,12687,25637853,1168,1532,,,,,,,,,,,
2015/08/02,13,16867267,17000000,NA,566,5039,2604,315,74,221,177,24,30,13,2,12859,25756959,1171,1541,23960,3104,20492,24934,,,,,,,
2015/08/03,13,16870471,17000000,NA,566,5039,2604,317,67,223,176,25,30,13,2,12859,25759681,1171,1541,23962,3104,20500,24935,,,,,,,
2015/08/04,13,16906715,17000000,370,566,5045,2606,320,53,203,166,25,32,13,3,12901,25827892,1174,1541,24027,3120,20567,25021,,,,,,,
2015/08/05,13,16963398,17000000,372,566,5055,2611,325,14,174,150,25,35,13,3,12951,25906955,1179,1541,24135,3145,20688,25130,,,,,,,
2015/08/06,14,17010363,24000000,393,566,5064,2614,416,35,269,53,53,40,16,3,13214,25989348,1183,1541,24202,3168,20768,25263,,,,,,,
2015/08/07,14,17059069,24000000,393,567,5083,2629,430,20,250,48,53,38,18,3,13223,26170623,1186,1541,24288,3188,20809,25364,,,,,,,
2015/08/08,14,17141417,24000000,103,570,5087,2630,379,18,291,50,69,34,20,5,13300,26279774,1192,1542,24338,3204,21070,25475,,,,,,,
2015/08/09,14,17238784,24000000,154,570,5115,2640,332,2,251,30,69,30,20,5,13316,26367021,1195,1543,24525,3250,21292,25559,,,,,,,
2015/08/10,14,17247849,24000000,188,573,5115,2640,300,0,245,37,69,21,20,5,13316,26505609,1195,1546,24538,3256,21307,25578,,,,,,,
2015/08/11,14,17295575,24000000,180,573,5126,2643,263,1,231,31,70,7,20,7,13355,26573827,1198,1546,24602,3268,21393,25654,,,,,,,
2015/08/12,14,17331770,24000000,191,574,5145,2647,272,7,238,39,74,1,22,8,13413,26702937,1200,1547,24673,3284,21450,25727,,,,,,,
2015/08/13,14,17389670,24000000,215,583,5166,2656,216,2,211,24,74,5,22,8,13413,26810453,1204,1566,24805,3321,21516,25787,,,,,,,
2015/08/14,14,17396335,24000000,228,583,5166,2656,200,0,209,25,75,4,22,4,13413,26810453,1204,1566,24815,3323,21524,25792,,,,,,,
2015/08/15,14,17434132,24000000,NA,586,5175,2657,134,1,215,29,71,0,22,4,13429,26906720,1205,1567,24854,3331,21580,25819,,,,,,,
2015/08/16,14,17441634,24000000,127,586,5179,2659,131,7,212,30,73,1,23,3,13429,26934268,1207,1567,24867,3336,21588,25828,,,,,,,
2015/08/17,14,17441734,24000000,167,586,5179,2659,133,1,214,31,73,0,23,3,13429,26985911,1207,1567,24867,3336,21588,25831,,,,,,,
2015/08/18,14,17460915,24000000,194,586,5188,2662,141,14,202,28,70,3,23,3,13451,27080566,1209,1567,24908,3341,21593,25905,,,,,,,
2015/08/19,14,17493091,24000000,234,586,5195,2664,148,9,192,7,71,7,23,3,13492,27117560,1213,1567,24964,3347,21636,25983,,,,,,,
2015/08/20,14,17539404,24000000,259,586,5214,2673,145,9,171,33,71,9,23,4,13523,27168285,1216,1568,25049,3368,21680,26066,,,,,,,
2015/08/21,14,17572109,24000000,278,586,5226,2677,146,19,155,37,72,11,23,6,13539,27314551,1218,1568,25115,3393,21749,26134,,,,,,,
2015/08/22,14,17618338,24000000,NA,586,5237,2685,148,23,146,40,72,16,24,6,13547,27398315,1220,1568,25166,3415,21789,26201,,,,,,,
2015/08/23,14,17621730,24000000,254,586,5238,2686,151,33,145,46,72,16,24,7,13571,27398444,1221,1568,25172,3417,21789,26208,,,,,,,
2015/08/24,14,17641359,24000000,219,587,5243,2687,141,28,150,47,73,16,24,8,13579,27438387,1223,1570,25199,3425,21813,26225,,,,,,,
2015/08/25,14,17658661,24000000,231,587,5248,2690,150,48,130,47,73,24,24,8,13599,27467873,1225,1570,25244,3432,21827,26295,,,,,,,
2015/08/26,14,17674899,24000000,260,587,5255,2690,165,65,132,58,79,25,24,9,13668,27599367,1228,1570,25290,3437,21829,26365,,,,,,,
2015/08/27,14,17722919,24000000,277,598,5273,2697,184,13,127,62,81,29,24,10,13721,27626631,1231,1573,25409,3456,21911,26425,,,,,,,
2015/08/28,14,17755195,24000000,291,598,5276,2699,162,2,116,59,82,31,25,10,13757,27718572,1234,1573,25473,3465,21983,26505,,,,,,,
2015/08/29,14,17792492,24000000,288,599,5290,2705,150,5,101,52,83,31,25,10,13775,27845089,1236,1573,25519,3475,22038,26570,,,,,,,
2015/08/30,14,17870677,24000000,181,600,5302,2708,116,6,91,45,83,33,25,11,13827,27870987,1240,1577,25613,3490,22190,26638,,,,,,,
2015/08/31,14,17871587,24000000,260,600,5302,2708,115,1,92,46,84,34,25,11,13827,27870987,1240,1579,25613,3490,22190,26645,,,,,,,
2015/09/01,14,17904039,24000000,297,600,5316,2712,103,10,73,45,85,33,25,11,13839,27891893,1242,1579,25680,3498,22256,26709,,,,,,,
